TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,555705671,555705671,1,Tawau,Tawau Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,7.20792621682767,0,132.105040764569,Not Applicable,0,Designated,2014,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,10079,10079,1,Teak Plantation,Teak Plantation Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,0.0967382634860952,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705672,555705672,1,Tg. Temunong Hallo,Tg. Temunong Hallo Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0.0368699724259816,0,5.69043251761528,Not Applicable,0,Designated,2014,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705673,555705673,1,Timbah,Timbah Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,2.93454026161173,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3466,3466,1,Timbun Mata,Timbun Mata Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0.688331742192136,0,114.381192594966,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3467,3467,1,Tinagat,Tinagat Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,10.0750516928052,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705674,555705674,1,Trusan Kinabatangan,Trusan Kinabatangan Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,3.78421924125665,0,136.099467383729,Not Applicable,0,Designated,2014,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705677,555705677,1,Ulu Kukut,Ulu Kukut Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,12.9806270462229,Not Applicable,0,Designated,2014,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3471,3471,1,Ulu Sapa Payau,Ulu Sapa Payau Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,7.20967713485381,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705678,555705678,1,Ulu Segama,Ulu Segama Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,1272.68040153951,Not Applicable,0,Designated,2014,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9875,9875,1,Ulu Sg. Napagon,Ulu Sungai Napagon Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,5.20912435385246,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9852,9852,1,Ulu Telupid,Ulu Telupid Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,63.5728376789382,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9876,9876,1,Umas Umas,Umas Umas Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0.0256221952862818,0,8.34106416874124,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,785,785,1,Kinabalu Park,Kinabalu Park,State Park,State Park,National,II,Not Applicable,0,0,0,0,836.560847613979,Not Applicable,0,Designated,1964,Sub-national ministry or agency,Not Reported,Sabah Parks,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,62575,62575,1,Bukit Kuamas,Bukit Kuamas Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,73.8041199802571,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705679,555705679,1,Bukit Kuamas (Extension),Bukit Kuamas (Extension) Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,0,1.95641638738205,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705680,555705680,1,"Gomantong, Materis, Bod Tai, Keruak & Pangi (Extension)","Gomantong, Materis, Bod Tai, Keruak & Pangi (Extension) Virgin Jungle Reserve",Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,0,0.0619337125136884,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,62601,62601,1,Sungai Siliawan & Sungai Siliawan (Extension),Sungai Siliawan & Sungai Siliawan (Extension) Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,21.7822395552234,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705693,555705693,1,Silabukan,Silabukan Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,9.37524535327164,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705694,555705694,1,Lower Kinabatangan,Lower Kinabatangan Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,National,IV,Not Applicable,0,0,0,0,270.834979612397,Not Applicable,0,Designated,2005,Sub-national ministry or agency,Not Reported,Sabah Wildlife Department (SWD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,317301,317301,1,"Gomantong, Materis, Bod Tai, Keruak & Pangi","Gomantong, Materis, Bod Tai, Keruak & Pangi Virgin Jungle Reserve",Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,18.1165486407831,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705681,555705681,1,Maliau Buffer Zone (Extension II),Maliau Buffer Zone (Extension II) Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,0,138.125608101635,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705682,555705682,1,Mandahan (Extension),Mandahan (Extension) Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,0,0.037087724387446,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705683,555705683,1,Mandahan,Mandahan Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,0.10580518944312,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9871,9871,1,Sungai Paitan,Sungai Paitan Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,1.30643421905219,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705684,555705684,1,Sungai Paitan (Extension),Sungai Paitan (Extension) Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,0,1.25742107991489,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705685,555705685,1,Sungai Siliawan (Extension II),Sungai Siliawan (Extension II) Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,0,0.155625072129385,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705686,555705686,1,Sungai Imbak & Sungai Imbak (Extension),Sungai Imbak & Sungai Imbak (Extension) Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,227.445277200124,Not Applicable,0,Designated,2014,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705687,555705687,1,Sungai Imbak Buffer Zone (Extension),Sungai Imbak Buffer Zone (Extension) Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,0,182.76875930291,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705688,555705688,1,Sungai Imbak Buffer Zone,Sungai Imbak Buffer Zone Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,195.14438955516,Not Applicable,0,Designated,2014,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705689,555705689,1,Tabin Wildlife Reserve (Extension),Tabin Wildlife Reserve (Extension),Forest Reserve,Forest Reserve,National,II,Not Applicable,0,0,0,0,2.65054862254277,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705690,555705690,1,Timimbang,Timimbang Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,114.411678553007,Not Applicable,0,Designated,2014,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705691,555705691,1,Timimbang (Extension),Timimbang (Extension) Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,0,0.573025191826035,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705692,555705692,1,Maliau Buffer Zone & Maliau Buffer Zone (Extension),Maliau Buffer Zone & Maliau Buffer Zone (Extension) Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,518.57712566185,Not Applicable,0,Designated,2014,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705701,555705701,1,Tanjung Tuan 1 Fisheries Prohibited Areas,Tanjung Tuan 1 Fisheries Prohibited Areas,Fisheries Prohibited Area,Fisheries Prohibited Area,National,IV,Not Applicable,2,0,6.81110479455802,6.84867055927,6.84754134024975,Not Reported,0,Designated,2002,Federal or national ministry or agency,Not Reported,Department of Fisheries (DOF),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705702,555705702,1,Tanjung Tuan Fisheries Prohibited Areas,Tanjung Tuan Fisheries Prohibited Areas,Fisheries Prohibited Area,Fisheries Prohibited Area,National,IV,Not Applicable,2,0,3.41868289302538,3.47272914214,3.47211866748655,Not Reported,0,Designated,1998,Federal or national ministry or agency,Not Reported,Department of Fisheries (DOF),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705707,555705707,1,Ma' Daerah Turtle Sanctuary,Ma' Daerah Turtle Sanctuary,Wildlife Reserve,Wildlife Reserve,National,IV,Not Applicable,0,0,0,0.236381985675,0.236336242647432,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Department of Fisheries (DOF),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705708,555705708,1,Pasir Che Keling Turtle Sanctuary,Pasir Che Keling Turtle Sanctuary,Turtle Sanctuary,Turtle Sanctuary,National,IV,Not Applicable,1,0,0.000866256189641988,0.00812367044202,0.00811946705387917,Not Reported,0,Designated,2007,Federal or national ministry or agency,Not Reported,Department of Fisheries (DOF),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705709,555705709,1,Pasir Chagar Hutang Turtle Sanctuary,Pasir Chagar Hutang Turtle Sanctuary,Turtle Sanctuary,Turtle Sanctuary,National,IV,Not Applicable,0,0,0,0.0350040171749,0.0349846821253743,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,Department of Fisheries (DOF),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705703,555705703,1,Tanjung Tuan 2 Fisheries Prohibited Areas,Tanjung Tuan 2 Fisheries Prohibited Areas,Fisheries Prohibited Area,Fisheries Prohibited Area,National,IV,Not Applicable,2,0,11.9649641123023,12.0891068366,12.087307563999,Not Reported,0,Designated,2002,Federal or national ministry or agency,Not Reported,Department of Fisheries (DOF),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705710,555705710,1,"Pasir Mak Kepit, Pasir Bujang & Pasir Mak Simpan Turtle Sanctuary","Pasir Mak Kepit, Pasir Bujang & Pasir Mak Simpan Turtle Sanctuary",Turtle Sanctuary,Turtle Sanctuary,National,IV,Not Applicable,0,0,0.00570497066548381,0.0711619380118,0.0711244789743097,Not Reported,0,Designated,2007,Federal or national ministry or agency,Not Reported,Department of Fisheries (DOF),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3574,3574,1,Pelagat,Pelagat Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,7.96676170918,7.96637496252757,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Terengganu State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705704,555705704,1,Pulau Besar Fisheries Prohibited Areas,Pulau Besar Fisheries Prohibited Areas,Fisheries Prohibited Area,Fisheries Prohibited Area,National,IV,Not Applicable,2,0,20.3555420624921,20.5451889917,20.5446096503018,Not Reported,0,Designated,1998,Federal or national ministry or agency,Not Reported,Department of Fisheries (DOF),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3562,3562,1,Gunong Tebu,Gunong Tebu Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,26.3688007543,26.3652764039993,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Terengganu State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3821,3821,1,Bukit Bauk,Bukit Bauk Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0.110854545945135,3.60381028365,3.60291577845683,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Terengganu State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705705,555705705,1,Rantau Abang Fisheries Prohibited Areas,Rantau Abang Fisheries Prohibited Areas,Fisheries Prohibited Area,Fisheries Prohibited Area,National,IV,Not Applicable,2,0,519.683167890592,520.717098602,520.499806460557,Not Reported,0,Designated,1991,Federal or national ministry or agency,Not Reported,Department of Fisheries (DOF),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
